match_id,player,Speed in first meter,Acceleration in first meter,Deceleration in last meter,Time to achieve Max Speed,Time needed to move 1 m,Time needed to move 0.5 m
Miami_2026_R64_Collignon_Cobolli,COBOLLI,0.36,4.2,-3.9,1.0,0.4,0.2
Miami_2026_R64_Navone_Vacherot,NAVONE,0.33,5.9,-3.4,0.92,0.7,0.4
Miami_2026_R64_Tsitsipas_de-Minaur,TSITSIPAS,0.34,6.6,-5.0,0.94,0.6,0.3
Miami_2026_R64_Fils_Blanch,FILS,0.38,4.6,-2.3,1.06,0.7,0.4
Miami_2026_R64_Bergs_Etcheverry,BERGS,0.38,5.1,-3.7,0.82,0.7,0.5
Miami_2026_R64_Bergs_Etcheverry,ETCHEVERRY,0.34,5.9,-3.3,0.92,0.7,0.5
Miami_2026_R64_Dzumhur_Sinner,SINNER,0.33,5.8,-3.9,1.0,0.7,0.5
Miami_2026_R64_Walton_Mensik,MENSIK,0.36,4.2,-2.7,0.89,0.8,0.5
Miami_2026_R64_Nakashima_Cilic,NAKASHIMA,0.35,4.1,-3.3,0.82,0.8,0.4
Miami_2026_R32_Fils_Tsitsipas,TSITSIPAS,0.44,7.3,-4.9,1.0,0.6,0.2
Miami_2026_R32_Fils_Tsitsipas,FILS,,,,,,
Miami_2026_R32_Jodar_Etcheverry,ETCHEVERRY,0.34,5.3,-3.4,1.01,0.7,0.5
Miami_2026_R32_Paul_Collignon,COLLIGNON,0.36,5.5,-2.7,1.06,0.6,0.4
Miami_2026_R32_Moutet_Sinner,SINNER,0.33,5.7,-3.6,1.24,0.6,0.4
Miami_2026_R32_Tiafoe_Mensik,MENSIK,0.42,5.2,-3.5,1.36,0.6,0.4
Miami_2026_R32_Zheng_Keys,ZHENG,0.36,3.3,-2.9,0.42,0.7,0.4
Miami_2026_R16_Etcheverry_Paul,ETCHEVERRY,0.4,5.6,-2.8,0.74,0.7,0.4
Miami_2026_R16_Michelsen_Sinner,SINNER,0.46,5.0,-4.0,0.82,0.6,0.4
Miami_2026_R16_Vacherot_Fils,FILS,0.36,5.7,-4.8,1.26,0.7,0.4
Doha_2026_QF_Mboko_Rybakina,MBOKO,0.41,4.6,-2.3,1.2,0.7,0.4
Doha_2026_QF_Mboko_Rybakina,RYBAKINA,0.43,3.8,-3.2,0.87,0.6,0.4
Doha_2026_R16_Zheng_Rybakina,RYBAKINA,0.36,4.5,-2.4,1.06,0.7,0.4
Doha_2026_R32_Wang_Rybakina,RYBAKINA,0.31,3.4,-2.8,0.61,0.7,0.4
Dubai_2026_R16_Rybakina_Ruzic,RYBAKINA,0.43,3.9,-2.6,0.97,0.7,0.4
Dubai_2026_R32_Rybakina_Birrell,RYBAKINA,0.51,4.5,-3.0,1.28,0.9,0.5
Indian_Wells_2026_F_Sabalenka_Rybakina,RYBAKINA,0.4,4.3,-3.3,0.92,0.7,0.4
Indian_Wells_2026_QF_Pegula_Rybakina,RYBAKINA,0.4,4.4,-3.3,0.93,0.7,0.4
Indian_Wells_2026_R16_Kartal_Rybakina,RYBAKINA,0.38,3.6,-1.6,0.84,0.7,0.4
Indian_Wells_2026_R32_Kostyuk_Rybakina,RYBAKINA,0.34,4.3,-2.5,1.01,0.6,0.4
Indian_Wells_2026_R64_Baptiste_Rybakina,RYBAKINA,0.46,3.4,-2.5,0.81,0.9,0.5
Indian_Wells_2026_SF_Rybakina_Svitolina,RYBAKINA,0.37,4.0,-3.6,0.77,0.8,0.4
Miami_2026_R16_Rybakina_Gibson,RYBAKINA,0.42,4.7,-3.1,0.98,0.8,0.4
Miami_2026_R32_Rybakina_Kostyuk,RYBAKINA,0.47,3.6,-2.4,0.84,0.8,0.5
Miami_2026_R64_Rybakina_Putintseva,RYBAKINA,0.33,3.1,-2.2,1.06,0.7,0.5
Doha_2026_R16_Zheng_Rybakina,ZHENG,0.34,4.1,-2.6,0.91,0.7,0.5
Miami_2026_QF_Paul_Fils,FILS,0.31,5.3,-3.7,1.18,0.6,0.4
Miami_2026_QF_Tiafoe_Sinner,SINNER,0.4,6.0,-3.2,1.17,0.6,0.3
Miami_2026_SF_Lehecka_Fils,FILS,0.46,5.3,-5.5,0.92,0.7,0.3
Miami_2026_SF_Zverev_Sinner,SINNER,0.28,6.1,-4.6,0.92,0.6,0.3
Miami_2026_F_Lehecka_Sinner,LEHECKA,0.25,4.7,-3.1,0.79,0.7,0.4
Miami_2026_F_Lehecka_Sinner,SINNER,0.34,5.1,-3.3,0.88,0.7,0.5
Bucharest_2026_R32_Altmaier_Martinez,ALTMAIER,0.32,5.7,-4.0,1.14,0.7,0.5
Bucharest_2026_R32_Baez_Gaubas,BAEZ,0.32,6.4,-2.4,1.12,0.7,0.5
Bucharest_2026_R32_O'Connell_Navone,NAVONE,0.34,6.8,-4.9,1.08,0.7,0.5
Bucharest_2026_R32_O'Connell_Navone,O'CONNELL,0.37,5.7,-3.2,0.84,0.8,0.5
Houston_2026_R32_Basavareddy_Draxl,BASAVAREDDY,0.33,5.2,-2.6,1.12,0.7,0.4
Houston_2026_R32_Damm_Nakashima,NAKASHIMA,0.33,5.1,-3.9,0.9,0.7,0.4
Houston_2026_R32_Pinnington-jones_Zhang,ZHANG,0.38,5.9,-4.2,1.34,0.6,0.4
Marrakech_2026_R32_Bellucci_Bennani,BELLUCCI,0.4,4.8,-3.8,0.84,0.7,0.4
Houston_2026_R32_Etcheverry_Gomez,GOMEZ,0.26,4.2,-4.2,1.04,0.5,0.3
Houston_2026_R32_Etcheverry_Gomez,ETCHEVERRY,0.31,7.0,-2.9,1.06,0.7,0.5
Bucharest_2026_R16_Moller_Navone,NAVONE,0.33,6.0,-4.1,0.92,0.7,0.5
Houston_2026_R16_Etcheverry_Bolt,ETCHEVERRY,0.49,4.9,-3.5,0.98,0.6,0.3
Houston_2026_R16_Shelton_Zhang,ZHANG,0.29,5.5,-2.7,0.7,0.7,0.5
Marrakech_2026_R16_Darderi_Bellucci,BELLUCCI,0.39,4.4,-3.2,0.96,0.7,0.5
AO_2026_R64_Fruhvirtova_Valentova,VALENTOVA,0.39,2.5,-2.8,0.79,0.8,0.5
Doha_2026_Q_Valentova_Seidel,VALENTOVA,0.37,4.2,-3.2,0.82,0.8,0.5
Doha_2026_R32_Valentova_Muchova,VALENTOVA,0.36,4.7,-3.9,0.9,0.8,0.5
Indian-Wells_2026_1st_Vekic_Valentova,VALENTOVA,0.51,4.6,-3.5,0.97,0.7,0.4
Miami_2026_1st_Valentova_Volynets,VALENTOVA,0.3,4.8,-2.3,1.03,0.7,0.5
Miami_2026_1st_Lys_Starodubtseva,STARODUBTSEVA,0.38,4.0,-2.3,0.93,0.6,0.4
Miami_2026_Q_Inglis_Starodubtseva,STARODUBTSEVA,0.4,4.6,-2.9,1.06,0.8,0.5
Miami_2026_R32_Anisimova_Starodubtseva,STARODUBTSEVA,0.3,4.4,-2.8,0.99,0.6,0.5
Miami_2026_R64_Starodubtseva_Bucsa,STARODUBTSEVA,0.33,4.2,-2.6,0.97,0.7,0.4
Houston_2026_R16_Burruchaga_Nakashima,NAKASHIMA,0.32,4.1,-4.8,0.38,0.8,0.4
Houston_2026_R16_Tien_Basavareddy,BASAVAREDDY,0.35,5.3,-2.6,1.06,0.7,0.5
Adelaide_2026_R16_Opelka_Paul,OPELKA,0.33,5.2,-4.0,1.08,0.5,0.3
Adelaide_2026_R32_Opelka_Popyrin,OPELKA,0.36,5.4,-2.8,0.96,0.7,0.4
Athens_2025_R32_Opelka_Kopriva,OPELKA,0.34,5.0,-3.9,0.67,0.7,0.4
Barcelona_2025_R32_Tsitsipas_Opelka,OPELKA,0.42,5.1,-2.1,0.96,0.6,0.4
Basel_2025_QF_Humbert_Opelka,OPELKA,0.45,4.2,-2.7,1.15,0.7,0.4
Basel_2025_Q_Opelka_Brunold,OPELKA,0.55,2.9,-2.8,0.95,0.5,0.3
Basel_2025_Q_Opelka_van-de-Zandschulp,OPELKA,0.69,3.5,-3.3,1.59,0.6,0.4
Basel_2025_R16_Opelka_van-de-Zandschulp,OPELKA,0.62,4.5,-2.0,1.46,0.7,0.4
Basel_2025_R32_Baez_Opelka,OPELKA,0.33,3.4,-3.0,1.01,0.8,0.4
Brisbane_2025_QF_Djokovic_Opelka,OPELKA,0.37,3.6,-2.9,0.75,0.5,0.3
Brisbane_2025_R16_Opelka_Arnaldi,OPELKA,0.26,4.5,-3.7,1.08,0.5,0.3
Brisbane_2025_R32_Gomez_Opelka,OPELKA,0.31,5.7,-2.7,1.01,0.6,0.3
Brisbane_2025_SF_Opelka_Mpetshi-Perricard,OPELKA,0.36,5.9,-3.2,1.2,0.7,0.4
Brisbane_2026_R16_Majchrzak_Opelka,OPELKA,0.46,5.0,-3.8,1.01,0.7,0.4
Brisbane_2026_R32_Opelka_Sweeny,OPELKA,0.04,2.8,-0.4,0.68,0.7,0.5
Brussels_2025_R32_Opelka_Bonzi,OPELKA,0.36,2.4,0.3,1.66,0.8,0.5
Cincinnati_2025_1st_Dellien_Opelka,OPELKA,,,,,,
Cincinnati_2025_R32_Opelka_Comesana,OPELKA,0.36,3.7,-1.5,0.98,0.6,0.5
Cincinnati_2025_R64_de-Minaur_Opelka,OPELKA,0.4,4.5,-3.0,1.1,0.7,0.4
Dallas_2025_QF_Paul_Opelka,OPELKA,0.22,5.3,-0.8,1.24,0.6,0.4
Dallas_2025_R16_Opelka_Norrie,OPELKA,0.29,3.8,-2.6,0.87,0.6,0.4
Dallas_2025_R32_Opelka_Shevchenko,OPELKA,0.53,5.3,-3.9,1.17,0.7,0.4
Delray_Beach_2025_R16_Opelka_Nakashima,OPELKA,,,,,,
Delray_Beach_2025_R32_Eubanks_Opelka,OPELKA,0.39,6.3,-2.3,1.02,0.7,0.5
Eastbourne_2025_R16_Mensik_Opelka,OPELKA,0.98,2.5,-3.8,0.73,0.4,0.3
Eastbourne_2025_R32_Loffhagen_Opelka,OPELKA,0.29,4.7,-2.3,0.91,0.7,0.4
Geneva_2025_Q_Opelka_Dalla-Valle,OPELKA,0.46,3.3,-3.9,0.02,0.6,0.2
Geneva_2025_Q_Opelka_Ofner,OPELKA,0.36,3.7,-3.2,0.78,0.6,0.3
Hertogenbosch_2025_QF_Medvedev_Opelka,OPELKA,0.24,5.1,-4.6,0.34,0.5,0.2
Hertogenbosch_2025_Q_Opelka_Lajal,OPELKA,0.32,4.1,-1.8,0.97,0.6,0.4
Hertogenbosch_2025_Q_Opelka_Yevseyev,OPELKA,0.73,0.1,-3.0,0.87,0.3,0.2
Hertogenbosch_2025_R16_Opelka_Jarry,OPELKA,0.4,1.1,-1.6,0.55,1.0,0.5
Hertogenbosch_2025_R32_Opelka_De-jong,OPELKA,0.53,4.1,-2.3,1.08,0.6,0.4
Hertogenbosch_2025_SF_Opelka_Bergs,OPELKA,0.4,5.7,-2.8,0.9,0.7,0.5
Indian-Wells_2025_1st_Safiullin_Opelka,OPELKA,0.24,5.7,-1.7,1.13,0.6,0.3
Indian_Wells_2026_1st_Opelka_Quinn,OPELKA,0.29,5.2,-1.2,1.27,0.6,0.4
Indian_Wells_2026_R64_Shelton_Opelka,OPELKA,0.44,4.5,-2.5,1.19,0.7,0.5
Madrid_2025_1st_Opelka_Hijikata,OPELKA,0.29,3.7,-4.0,1.12,0.5,0.3
Madrid_2025_R64_Khachanov_Opelka,OPELKA,,,,,,
Miami_2025_1st_Eubanks_Opelka,OPELKA,0.36,5.6,-2.4,1.11,0.7,0.4
Miami_2025_R32_Opelka_Machac,OPELKA,0.3,3.7,-1.8,1.09,0.7,0.5
Miami_2025_R64_Rune_Opelka,OPELKA,0.32,5.3,-2.8,1.2,0.6,0.4
Miami_2026_1st_Opelka_Borges,OPELKA,0.33,4.3,-2.7,1.02,0.7,0.4
Miami_2026_R32_Opelka_Fritz,OPELKA,0.32,3.7,-1.1,0.85,0.7,0.5
Miami_2026_R64_Draper_Opelka,OPELKA,0.33,4.6,-2.3,0.99,0.7,0.5
Paris_2025_Q_Opelka_Bellucci,OPELKA,,,,,,
Paris_2025_R64_Moutet_Opelka,OPELKA,0.41,3.7,-1.7,1.23,0.8,0.5
Queens_2025_R16_Opelka_Rinderknech,OPELKA,0.49,3.0,-1.1,1.31,0.5,0.3
Queens_2025_R32_Opelka_Ugo-Carabelli,OPELKA,0.02,4.9,-0.8,1.3,0.3,0.2
Rogers_cup_2025_1st_Ofner_Opelka,OPELKA,0.22,3.8,-3.0,0.67,0.6,0.4
Rogers_cup_2025_R32_Tien_Opelka,OPELKA,0.32,4.5,-1.2,1.32,0.6,0.4
Rogers_cup_2025_R64_Opelka_Machac,OPELKA,0.18,3.4,-1.0,1.15,0.7,0.4
Rome_2025_1st_Tien_Opelka,OPELKA,0.34,4.7,-2.9,0.96,0.8,0.5
Shanghai_2025_1st_Opelka_Bonzi,OPELKA,0.37,4.8,-2.5,1.06,0.7,0.4
Washington_2025_R32_Medvedev_Opelka,OPELKA,0.44,4.9,-4.6,1.3,0.8,0.5
Washington_2025_R64_Opelka_Cassone,OPELKA,0.4,4.5,-3.3,0.62,0.6,0.3
Bucharest_2026_QF_Altmaier_Marozsan,MAROZSAN,0.34,4.9,-3.3,0.94,0.8,0.6
Bucharest_2026_R16_Sakellaridis_Marozsan,MAROZSAN,0.37,5.0,-3.8,0.95,0.8,0.5
Bucharest_2026_SF_Marozsan_Merida,MAROZSAN,0.39,5.0,-4.1,0.91,0.8,0.4
Bucharest_2026_QF_Altmaier_Marozsan,ALTMAIER,0.3,4.9,-3.1,1.02,0.7,0.5
Bucharest_2026_R16_Altmaier_Prizmic,ALTMAIER,0.29,5.9,-3.3,1.02,0.7,0.5
Bucharest_2026_QF_Molcan_Navone,NAVONE,0.31,5.5,-3.3,0.9,0.8,0.5
Bucharest_2026_SF_Navone_van-de-Zandschulp,NAVONE,0.35,6.7,-3.8,1.0,0.7,0.4
Miami_2026_1st_Marozsan_Fonseca,MAROZSAN,0.34,4.9,-3.3,0.97,0.7,0.4
Monte_Carlo_2026_Q_Maestrelli_Blockx,BLOCKX,0.27,5.3,-2.3,1.22,0.7,0.5
Monte_Carlo_2026_R64_Bergs_Mannarino,BERGS,0.31,5.8,-4.2,0.93,0.7,0.5
Monte_Carlo_2026_R64_Cerundolo_Tsitsipas,TSITSIPAS,0.39,7.4,-5.4,1.25,0.7,0.4
Monte_Carlo_2026_R64_Altmaier_Machac,ALTMAIER,0.55,5.1,-6.0,1.0,0.7,0.4
Monte_Carlo_2026_R64_Fonseca_Diallo,FONSECA,0.23,4.0,-3.5,0.67,0.6,0.4
Monte_Carlo_2026_R64_Shapovalov_Blockx,BLOCKX,0.41,4.9,-3.5,1.13,0.7,0.5
Monte_Carlo_2026_R32_Humbert_Sinner,SINNER,0.3,4.6,-3.3,0.92,0.7,0.5
Monte_Carlo_2026_R64_Dzumhur_Marozsan,MAROZSAN,0.34,5.8,-3.9,1.01,0.7,0.5
Monte_Carlo_2026_R64_Etcheverry_Dimitrov,ETCHEVERRY,0.37,6.1,-2.9,1.1,0.7,0.4
Monte_Carlo_2026_R32_Fonseca_Rinderknech,FONSECA,0.32,5.5,-2.7,1.26,0.7,0.5
Monte_Carlo_2026_R32_Rublev_Bergs,BERGS,0.35,5.5,-3.7,1.0,0.7,0.5
Monte_Carlo_2026_R16_Bergs_Zverev,BERGS,0.28,4.8,-2.7,1.18,0.7,0.4
Monte_Carlo_2026_R16_Berrettini_Fonseca,FONSECA,0.4,3.7,-3.0,0.82,0.5,0.3
Monte_Carlo_2026_R16_Machac_Sinner,SINNER,0.34,6.5,-4.4,1.19,0.6,0.4
Monte_Carlo_2026_R32_Etcheverry_Atmane,ETCHEVERRY,0.34,6.6,-3.9,1.18,0.7,0.5
Monte_Carlo_2026_R16_Alcaraz_Etcheverry,ETCHEVERRY,0.34,5.7,-3.0,1.02,0.6,0.4
Charleston_2026_F_Pegula_Starodubtseva,STARODUBTSEVA,0.36,4.8,-2.8,0.97,0.8,0.5
Charleston_2026_QF_Kessler_Starodubtseva,STARODUBTSEVA,0.33,5.1,-3.3,1.1,0.6,0.4
Charleston_2026_R16_Zarazua_Starodubtseva,STARODUBTSEVA,0.33,5.4,-4.6,0.94,0.8,0.5
Charleston_2026_R32_Starodubtseva_Gorgodze,STARODUBTSEVA,0.3,4.4,-3.2,1.15,0.6,0.4
Charleston_2026_R64_Zhang_Starodubtseva,STARODUBTSEVA,0.35,5.5,-3.6,1.03,0.7,0.5
Charleston_2026_SF_Keys_Starodubtseva,STARODUBTSEVA,0.3,4.0,-4.4,0.95,0.7,0.4
Monte_Carlo_2026_QF_Auger-Aliassime_Sinner,SINNER,0.34,5.6,-4.3,0.98,0.6,0.3
Monte_Carlo_2026_QF_Fonseca_Zverev,FONSECA,0.27,6.0,-4.2,0.91,0.6,0.4
Monte_Carlo_2026_SF_Zverev_Sinner,SINNER,0.24,6.4,-2.1,1.02,0.6,0.4
Auckland_2026_R16_Brooksby_Baez,BROOKSBY,0.35,5.3,-3.7,0.92,0.7,0.4
Auckland_2026_R32_Brooksby_Watt,BROOKSBY,0.3,5.0,-2.0,1.25,0.6,0.4
Basel_2025_R16_Brooksby_Davidovich-Fokina,BROOKSBY,0.31,5.3,-2.7,1.19,0.6,0.4
Basel_2025_R32_Brooksby_Muller,BROOKSBY,0.32,5.1,-2.8,1.13,0.7,0.4
Cincinnati_2025_1st_Brooksby_Muller,BROOKSBY,0.31,4.7,-3.0,0.77,0.7,0.4
Cincinnati_2025_R32_Khachanov_Brooksby,BROOKSBY,0.4,5.0,-3.3,1.08,0.7,0.4
Cincinnati_2025_R64_Brooksby_Cazaux,BROOKSBY,0.1,4.3,-3.5,0.93,0.3,0.2
Dallas_2026_R32_Paul_Brooksby,BROOKSBY,0.39,5.1,-3.2,1.05,0.6,0.3
Doha_2026_R32_Lehecka_Brooksby,BROOKSBY,0.27,4.6,-2.1,1.22,0.7,0.5
Dubai_2026_QF_Medvedev_Brooksby,BROOKSBY,0.26,3.6,-3.0,0.62,0.7,0.4
Dubai_2026_R16_Brooksby_Khachanov,BROOKSBY,0.31,4.1,-3.3,0.88,0.6,0.4
Dubai_2026_R32_Bergs_Brooksby,BROOKSBY,0.34,5.2,-3.6,0.82,0.7,0.5
Eastbourne_2025_F_Fritz_Brooksby,BROOKSBY,0.36,4.8,-3.5,1.05,0.7,0.4
Eastbourne_2025_QF_Brooksby_Evans,BROOKSBY,0.35,4.1,-2.7,0.96,0.7,0.4
Eastbourne_2025_Q_Brooksby_Majchrzak,BROOKSBY,0.36,5.1,-3.0,1.05,0.8,0.5
Eastbourne_2025_Q_Vukic_Brooksby,BROOKSBY,0.4,3.8,-3.2,1.01,0.8,0.5
Eastbourne_2025_R16_Borges_Brooksby,BROOKSBY,0.35,5.1,-3.2,0.88,0.8,0.5
Eastbourne_2025_R32_Brooksby_Comesana,BROOKSBY,0.36,5.0,-2.5,1.03,0.7,0.4
Eastbourne_2025_SF_Humbert_Brooksby,BROOKSBY,0.28,5.2,-2.5,0.98,0.7,0.4
Geneva_2025_Q_Albot_Brooksby,BROOKSBY,0.35,4.4,-4.1,0.92,0.6,0.4
Geneva_2025_Q_Norrie_Brooksby,BROOKSBY,0.26,4.9,-3.4,1.08,0.6,0.4
Houston_2025_F_Brooksby_Tiafoe,BROOKSBY,0.28,6.0,-3.0,1.14,0.7,0.5
Houston_2025_QF_Brooksby_Kovacevic,BROOKSBY,0.28,5.3,-3.2,0.97,0.6,0.4
Houston_2025_Q_Brooksby_Maloney,BROOKSBY,0.35,3.7,-3.7,0.98,0.5,0.3
Houston_2025_Q_Gomez_Brooksby,BROOKSBY,0.32,6.0,-3.2,1.03,0.7,0.4
Houston_2025_R16_Tabilo_Brooksby,BROOKSBY,0.27,5.0,-1.9,0.91,0.7,0.4
Houston_2025_R32_Daniel_Brooksby,BROOKSBY,0.43,4.7,-2.4,1.29,0.7,0.4
Houston_2025_SF_Paul_Brooksby,BROOKSBY,0.3,5.7,-3.4,0.92,0.6,0.4
Houston_2026_R32_Mcdonald_Brooksby,BROOKSBY,0.34,4.5,-2.4,1.01,0.6,0.4
Indian_Wells_2025_1st_Bonzi_Brooksby,BROOKSBY,0.28,5.6,-3.2,1.12,0.6,0.4
Indian_Wells_2025_R32_Draper_Brooksby,BROOKSBY,0.33,5.4,-3.2,1.15,0.7,0.5
Indian_Wells_2025_R64_Brooksby_Auger-Aliassime,BROOKSBY,0.34,5.5,-3.0,1.09,0.7,0.4
Indian_Wells_2026_1st_Brooksby_Popyrin,BROOKSBY,0.29,4.7,-3.0,1.0,0.6,0.4
Indian_Wells_2026_R64_Brooksby_Tiafoe,BROOKSBY,0.35,4.7,-2.4,0.92,0.6,0.4
Miami_2025_1st_Safiullin_Brooksby,BROOKSBY,0.35,5.2,-3.7,0.96,0.7,0.5
Miami_2026_1st_Bergs_Brooksby,BROOKSBY,0.43,4.2,-2.6,1.03,0.7,0.4
Paris_2025_Q_Brooksby_van-de-Zandschulp,BROOKSBY,0.36,3.7,-2.8,0.9,0.7,0.4
Queens_2025_R32_Brooksby_Draper,BROOKSBY,0.29,4.7,-2.2,0.89,0.7,0.5
Rogers_cup_2025_1st_Moutet_Brooksby,BROOKSBY,0.45,4.0,-4.6,1.29,0.6,0.2
Shanghai_2025_1st_Brooksby_Trotter,BROOKSBY,0.51,4.6,-2.9,1.11,0.6,0.3
Shanghai_2025_R64_Griekspoor_Brooksby,BROOKSBY,0.28,5.3,-1.6,1.22,0.6,0.4
Tokyo_2025_QF_Brooksby_Rune,BROOKSBY,0.37,6.4,-2.0,1.02,0.6,0.3
Tokyo_2025_R16_Brooksby_Darderi,BROOKSBY,0.33,4.7,-3.1,0.82,0.7,0.4
Tokyo_2025_R32_Humbert_Brooksby,BROOKSBY,0.37,5.0,-2.4,0.97,0.7,0.4
Tokyo_2025_SF_Brooksby_Fritz,BROOKSBY,0.31,4.4,-2.0,0.62,0.7,0.4
Barcelona_2026_R32_Opelka_Quinn,OPELKA,0.38,5.0,-2.8,1.25,0.6,0.3
Munich_2026_R32_Tabilo_Fonseca,FONSECA,0.31,6.1,-2.9,0.94,0.7,0.5
Munich_2026_R32_Zhang_Darderi,ZHANG,0.37,5.7,-4.6,1.07,0.7,0.5
Munich_2026_R32_Bergs_Topo,BERGS,0.15,5.5,-4.1,1.42,0.5,0.3
Munich_2026_R32_Cilic_Altmaier,ALTMAIER,0.29,6.7,-1.9,0.98,0.6,0.4
Munich_2026_R32_Engel_Kopriva,ENGEL,0.35,5.6,-3.9,1.18,0.7,0.4
Munich_2026_R32_Zverev_Kecmanovic,KECMANOVIC,0.32,5.8,-2.7,0.93,0.7,0.5
Barcelona_2026_R32_Fils_Atmane,FILS,0.41,5.8,-3.6,1.21,0.6,0.4
Barcelona_2026_R32_Nakashima_Cerundolo,NAKASHIMA,0.29,4.4,-2.4,0.9,0.7,0.5
Barcelona_2026_R32_Navone_Rublev,NAVONE,0.43,4.9,-4.4,1.11,0.6,0.4
Barcelona_2026_R16_Borges_Etcheverry,ETCHEVERRY,0.3,5.7,-3.9,0.9,0.6,0.4
Munich_2026_R16_Rinderknech_Fonseca,FONSECA,0.28,6.5,-3.1,1.3,0.6,0.4
Munich_2026_R32_Marozsan_Tsitsipas,MAROZSAN,0.3,5.4,-3.0,0.94,0.6,0.4
Munich_2026_R32_Marozsan_Tsitsipas,TSITSIPAS,0.36,5.2,-3.2,0.94,0.6,0.3
Barcelona_2026_R16_De-minaur_Medjedovic,MEDJEDOVIC,0.37,6.2,-4.3,1.17,0.7,0.4
Munich_2026_R16_Blockx_Shelton,BLOCKX,0.35,4.4,-2.1,0.97,0.6,0.4
Munich_2026_R16_Cobolli_Bergs,BERGS,0.34,4.4,-4.1,0.71,0.6,0.3
Barcelona_2026_R16_Fils_Nakashima,NAKASHIMA,0.4,6.6,-4.4,0.72,0.7,0.4
Barcelona_2026_R16_Fils_Nakashima,FILS,0.12,5.2,-0.8,0.99,0.4,0.2
Munich_2026_R16_Altmaier_Molcan,ALTMAIER,0.37,4.9,-3.4,0.75,0.7,0.5
Munich_2026_R16_Shapovalov_Marozsan,MAROZSAN,0.39,5.0,-2.3,1.1,0.6,0.4
Barcelona_2026_QF_Fils_Musetti,FILS,0.46,5.9,-3.6,1.16,0.8,0.5
Barcelona_2026_QF_Medjedovic_Borges,MEDJEDOVIC,0.34,5.9,-3.7,0.99,0.6,0.4
Stuttgart_2026_QF_Swiatek_Andreeva,SWIATEK,0.46,4.5,-3.2,0.95,0.7,0.4
Stuttgart_2026_R16_Swiatek_Siegemund,SWIATEK,0.44,4.4,-5.2,1.07,0.6,0.4
Stuttgart_2026_R16_Rybakina_Shnaider,RYBAKINA,0.33,4.5,-2.8,0.93,0.7,0.5
Munich_2026_QF_Fonseca_Shelton,FONSECA,0.27,5.9,-2.0,0.99,0.6,0.4
Barcelona_2026_F_Rublev_Fils,FILS,0.46,6.4,-3.5,1.46,0.7,0.5
Barcelona_2026_SF_Jodar_Fils,FILS,0.34,6.0,-3.0,1.17,0.7,0.4
Barcelona_2026_SF_Rublev_Medjedovic,MEDJEDOVIC,0.33,5.2,-3.4,1.14,0.7,0.5
Madrid_2026_Q_Prizmic_O'Connell,PRIZMIC,0.37,4.3,-3.4,0.78,0.6,0.3
Madrid_2026_Q_Prizmic_O'Connell,O'CONNELL,0.3,5.1,-3.4,1.02,0.7,0.4
Stuttgart_2026_F_Rybakina_Muchova,RYBAKINA,0.4,4.7,-2.1,1.4,0.7,0.5
Stuttgart_2026_QF_Rybakina_Fernandez,RYBAKINA,0.4,4.3,-2.9,1.02,0.8,0.6
Stuttgart_2026_SF_Rybakina_Andreeva,RYBAKINA,0.57,3.4,-3.3,1.08,0.5,0.3
Stuttgart_2026_SF_Rybakina_Andreeva,ANDREEVA,0.36,4.9,-3.4,0.88,0.7,0.4
Madrid_2026_1st_Bergs_Cilic,BERGS,0.33,5.7,-3.8,1.17,0.6,0.4
Madrid_2026_1st_Dzumhur_Bellucci,BELLUCCI,0.35,4.4,-3.9,0.84,0.8,0.5
Madrid_2026_1st_Zhang_Kopriva,ZHANG,0.29,4.4,-1.1,0.99,0.8,0.5
Madrid_2026_1st_Brooksby_Nava,BROOKSBY,0.58,4.7,-3.3,1.45,0.9,0.5
Madrid_2026_R64_Swiatek_Snigur,SWIATEK,0.36,6.1,-3.3,1.07,0.7,0.5
Madrid_2026_1st_Altmaier_Cerundolo,ALTMAIER,0.36,7.3,-3.8,1.18,0.7,0.4
Madrid_2026_1st_Atmane_Kecmanovic,KECMANOVIC,0.28,4.4,-3.4,0.84,0.7,0.5
Madrid_2026_1st_Borges_Navone,NAVONE,0.34,4.5,-3.3,0.99,0.7,0.4
Madrid_2026_1st_Garin_Blockx,BLOCKX,0.34,4.6,-3.0,1.02,0.6,0.3
Madrid_2026_1st_Kypson_Tsitsipas,TSITSIPAS,0.34,7.7,-5.9,1.12,0.7,0.5
Madrid_2026_1st_Marozsan_Quinn,MAROZSAN,0.29,5.4,-3.3,1.04,0.7,0.5
Madrid_2026_R64_Fils_Buse,FILS,0.25,4.1,-3.0,1.4,0.5,0.3
Madrid_2026_R64_Ofner_Etcheverry,ETCHEVERRY,0.31,5.7,-2.1,0.97,0.7,0.5
Madrid_2026_R64_Sinner_Bonzi,SINNER,0.44,4.6,-3.6,0.94,0.6,0.3
Madrid_2026_R64_Damm_Mensik,MENSIK,0.02,5.9,-0.3,1.28,0.4,0.2
Madrid_2026_R64_Nakashima_Blockx,NAKASHIMA,0.27,3.9,-3.6,0.86,0.7,0.4
Madrid_2026_R64_Nakashima_Blockx,BLOCKX,0.23,4.3,-5.8,1.28,0.6,0.4
Madrid_2026_R64_Navone_Zverev,NAVONE,0.4,4.5,-4.1,1.06,0.6,0.3
